Service is recall at 18/06/2022 18:52:51
 trade date 18/06/2022 19:58:02 period 1 volume:703.078950151372
 trade date 18/06/2022 19:58:02 period 2 volume:162.487263401266
 trade date 18/06/2022 19:58:02 period 3 volume:339.576510870632
 trade date 18/06/2022 19:58:02 period 4 volume:65.1120762643926
 trade date 18/06/2022 19:58:02 period 5 volume:789.99011022504
 trade date 18/06/2022 19:58:02 period 6 volume:975.048216048185
 trade date 18/06/2022 19:58:02 period 7 volume:883.423893658176
 trade date 18/06/2022 19:58:02 period 8 volume:587.675189873052
 trade date 18/06/2022 19:58:02 period 9 volume:992.650008291309
 trade date 18/06/2022 19:58:02 period 10 volume:873.517279454282
 trade date 18/06/2022 19:58:02 period 11 volume:708.361954758112
 trade date 18/06/2022 19:58:02 period 12 volume:646.508900749734
 trade date 18/06/2022 19:58:02 period 13 volume:41.6486994557309
 trade date 18/06/2022 19:58:02 period 14 volume:973.40265846504
 trade date 18/06/2022 19:58:02 period 15 volume:947.396847394945
 trade date 18/06/2022 19:58:02 period 16 volume:568.510951273381
 trade date 18/06/2022 19:58:02 period 17 volume:429.83265753362
 trade date 18/06/2022 19:58:02 period 18 volume:857.945433751655
 trade date 18/06/2022 19:58:02 period 19 volume:98.350664646528
 trade date 18/06/2022 19:58:02 period 20 volume:7.93642038849016
 trade date 18/06/2022 19:58:02 period 21 volume:315.013804619673
 trade date 18/06/2022 19:58:02 period 22 volume:735.598611056618
 trade date 18/06/2022 19:58:02 period 23 volume:741.559332581963
 trade date 18/06/2022 19:58:02 period 24 volume:159.0789100896
 trade date 18/06/2022 19:58:02 period 1 volume:191.147604580572
 trade date 18/06/2022 19:58:02 period 2 volume:403.286402767192
 trade date 18/06/2022 19:58:02 period 3 volume:775.067724648429
 trade date 18/06/2022 19:58:02 period 4 volume:198.497596289263
 trade date 18/06/2022 19:58:02 period 5 volume:529.76912331291
 trade date 18/06/2022 19:58:02 period 6 volume:66.7057698903166
 trade date 18/06/2022 19:58:02 period 7 volume:551.988695539529
 trade date 18/06/2022 19:58:02 period 8 volume:488.120423857179
 trade date 18/06/2022 19:58:02 period 9 volume:93.3031114252764
 trade date 18/06/2022 19:58:02 period 10 volume:604.591848144583
 trade date 18/06/2022 19:58:02 period 11 volume:919.609472583798
 trade date 18/06/2022 19:58:02 period 12 volume:663.470453891657
 trade date 18/06/2022 19:58:02 period 13 volume:746.646414392929
 trade date 18/06/2022 19:58:02 period 14 volume:821.258807937269
 trade date 18/06/2022 19:58:02 period 15 volume:655.534033503166
 trade date 18/06/2022 19:58:02 period 16 volume:431.632609773256
 trade date 18/06/2022 19:58:02 period 17 volume:85.6601968806517
 trade date 18/06/2022 19:58:02 period 18 volume:913.974700921203
 trade date 18/06/2022 19:58:02 period 19 volume:272.553699683656
 trade date 18/06/2022 19:58:02 period 20 volume:792.858223334354
 trade date 18/06/2022 19:58:02 period 21 volume:455.944673836205
 trade date 18/06/2022 19:58:02 period 22 volume:879.47231991192
 trade date 18/06/2022 19:58:02 period 23 volume:731.764579066897
 trade date 18/06/2022 19:58:02 period 24 volume:82.1477538357245
 trade date 18/06/2022 19:58:02 period 1 volume:260.990483807861
 trade date 18/06/2022 19:58:02 period 2 volume:233.983702600926
 trade date 18/06/2022 19:58:02 period 3 volume:736.487273469794
 trade date 18/06/2022 19:58:02 period 4 volume:167.687372382585
 trade date 18/06/2022 19:58:02 period 5 volume:629.391854456343
 trade date 18/06/2022 19:58:02 period 6 volume:816.877800885997
 trade date 18/06/2022 19:58:02 period 7 volume:504.216918490928
 trade date 18/06/2022 19:58:02 period 8 volume:882.745440063414
 trade date 18/06/2022 19:58:02 period 9 volume:995.618992948727
 trade date 18/06/2022 19:58:02 period 10 volume:848.682884987762
 trade date 18/06/2022 19:58:02 period 11 volume:451.112830290158
 trade date 18/06/2022 19:58:02 period 12 volume:909.958796068075
 trade date 18/06/2022 19:58:02 period 13 volume:934.708184066558
 trade date 18/06/2022 19:58:02 period 14 volume:178.559130606502
 trade date 18/06/2022 19:58:02 period 15 volume:117.100572733721
 trade date 18/06/2022 19:58:02 period 16 volume:478.763510230353
 trade date 18/06/2022 19:58:02 period 17 volume:299.086810694582
 trade date 18/06/2022 19:58:02 period 18 volume:385.335993666824
 trade date 18/06/2022 19:58:02 period 19 volume:396.615756394628
 trade date 18/06/2022 19:58:02 period 20 volume:581.592425974827
 trade date 18/06/2022 19:58:02 period 21 volume:833.546108954375
 trade date 18/06/2022 19:58:02 period 22 volume:59.1104817851961
 trade date 18/06/2022 19:58:02 period 23 volume:761.234081239083
Service is stopped at 18/06/2022 19:58:32
